num,url,coder1,coder2,final_label
3741_Q48,https://pbs.twimg.com/media/Dr7gdikXQAAdvV2.jpg,military,military,military
3742_Q48,https://pbs.twimg.com/media/Dr7xnAUX0AAGuuy.jpg,crowd,crowd,crowd
3743_Q48,https://pbs.twimg.com/media/Dr8H0JhUcAAORoJ.jpg,men/close shots,crowd,No Agreement
3744_Q48,https://pbs.twimg.com/media/Dr8gXVQWsAAjAQ1.jpg,military,military,military
3745_Q48,https://pbs.twimg.com/media/Dr8k4iRX4AECKxa.jpg,women and children/close shots,crowd,No Agreement
3746_Q48,https://pbs.twimg.com/media/Dr9U9GyWwAI0h44.jpg,OTHER,OTHER,OTHER
3747_Q48,https://pbs.twimg.com/media/Dr9kPqoVsAEUAZH.jpg,OTHER,crowd,No Agreement
3748_Q48,https://pbs.twimg.com/media/Dr9oTBbXgAEIODR.jpg,OTHER,OTHER,OTHER
3749_Q48,https://pbs.twimg.com/media/Dr9sAVIWkAAmZ8F.jpg,OTHER,OTHER,OTHER
3750_Q48,https://pbs.twimg.com/media/Dr95kfsWkAI7Hwn.jpg,OTHER,OTHER,OTHER
3751_Q48,https://pbs.twimg.com/media/Dr973NkX0AA8I1C.jpg,military,military,military
3752_Q48,https://pbs.twimg.com/media/Dr99KZ0W4AEOnhA.jpg,OTHER,OTHER,OTHER
3753_Q48,https://pbs.twimg.com/media/Dr-OdyKX4AA6b_H.jpg,crowd,police,No Agreement
3754_Q48,https://pbs.twimg.com/media/Dr-SvfdXcAIvEvk.jpg,republican politicians,republican politicians,republican politicians
3755_Q48,https://pbs.twimg.com/media/Dr-S2YsUwAA9Gll.jpg,violations,men/close shots,No Agreement
3756_Q48,https://pbs.twimg.com/media/Dr-X1F3UUAA7LWv.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3757_Q48,https://pbs.twimg.com/media/Dr-X9tnU4AEw4rc.jpg,violations,violations,violations
3758_Q48,https://pbs.twimg.com/media/Dr-h4DfWkAA2fL3.jpg,OTHER,OTHER,OTHER
3759_Q48,https://pbs.twimg.com/media/Dr-iilAU0AAqAY2.jpg,violations,crowd,No Agreement
3760_Q48,https://pbs.twimg.com/media/Dr-0NU7WwAow4dy.jpg,OTHER,OTHER,OTHER
3761_Q48,https://pbs.twimg.com/media/Dr-1xwUU4AA__pc.jpg,crowd,crowd,crowd
3762_Q48,https://pbs.twimg.com/media/Dr-5dSZX0AEwzC0.jpg,violations,violations,violations
3763_Q48,https://pbs.twimg.com/media/Dr_BWgYXcAc-6hn.jpg,OTHER,OTHER,OTHER
3764_Q48,https://pbs.twimg.com/media/Dr-_ag6WsAIgh8B.jpg,OTHER,OTHER,OTHER
3765_Q48,https://pbs.twimg.com/media/Dr_D-kFXgAELmBK.jpg,violations,violations,violations
3766_Q48,https://pbs.twimg.com/media/Dr_FXDjWsAALk-h.jpg,OTHER,OTHER,OTHER
3767_Q48,https://pbs.twimg.com/media/Dr_Fx2jWkAEnRq6.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3768_Q48,https://pbs.twimg.com/media/Dr_JjKfWwAY1_3u.jpg,men/close shots,crowd,No Agreement
3769_Q48,https://pbs.twimg.com/media/Dr_Lp8ZVsAAE-JU.jpg,OTHER,OTHER,OTHER
3770_Q48,https://pbs.twimg.com/media/Dr_O8brU8AASaZj.jpg,men/close shots,crowd,No Agreement
3771_Q48,https://pbs.twimg.com/media/Dr_TifvXQAA46ur.jpg,military,military,military
3772_Q48,https://pbs.twimg.com/media/Dr_VTnYXcAEYiWT.jpg,violations,violations,violations
3773_Q48,https://pbs.twimg.com/media/Dr_WB7LX4AEM1lg.jpg,men/close shots,men/close shots,men/close shots
3774_Q48,https://pbs.twimg.com/media/Dr_X4FFWoAE3xYk.jpg,women and children/close shots,crowd,No Agreement
3775_Q48,https://pbs.twimg.com/media/Dr_h3DUWoAE7XHW.jpg,crowd,crowd,crowd
3776_Q48,https://pbs.twimg.com/media/Dr_sGXZXcAAVhSk.jpg,OTHER,OTHER,OTHER
3777_Q48,https://pbs.twimg.com/media/Dr_4UqgWwAAFSO8.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3778_Q48,https://pbs.twimg.com/media/Dr_4bSbWwAARqOn.jpg,OTHER,OTHER,OTHER
3779_Q48,https://pbs.twimg.com/media/Dr_4nWZX0AEL6PG.jpg,OTHER,OTHER,OTHER
3780_Q48,https://pbs.twimg.com/media/DsAK6o8X4AgQX9U.jpg,OTHER,OTHER,OTHER
3781_Q48,https://pbs.twimg.com/media/DsANi6sWoAEzKdZ.jpg,OTHER,military,No Agreement
3782_Q48,https://pbs.twimg.com/media/DsAYK0uX4AAb0Jw.jpg,violations,crowd,No Agreement
3783_Q48,https://pbs.twimg.com/media/DsAiLhmX0AA2X9i.jpg,OTHER,crowd,No Agreement
3784_Q48,https://pbs.twimg.com/media/DsAugrbX0AAa_Kf.jpg,violations,police,No Agreement
3785_Q48,https://pbs.twimg.com/media/DsA1-M0XcAAv3G-.jpg,OTHER,OTHER,OTHER
3786_Q48,https://pbs.twimg.com/media/DsBB15aX0AAtfS4.jpg,OTHER,OTHER,OTHER
3787_Q48,https://pbs.twimg.com/media/DsBHwUlWkAAK1QT.jpg,violations,OTHER,No Agreement
3788_Q48,https://pbs.twimg.com/media/DsBTO22W4AEMayl.jpg,violations,violations,violations
3789_Q48,https://pbs.twimg.com/media/DsBjJKkXcAAZ6nW.jpg,violations,OTHER,No Agreement
3790_Q48,https://pbs.twimg.com/media/DsBkZmKU0AAHrUv.jpg,violations,violations,violations
3791_Q48,https://pbs.twimg.com/media/DsBqHGvX4AI0os-.jpg,men/close shots,camps,No Agreement
3792_Q48,https://pbs.twimg.com/media/DsBt18JW4AANPMd.jpg,violations,violations,violations
3793_Q48,https://pbs.twimg.com/media/DsBu7LnWwAAKPlH.jpg,republican politicians,republican politicians,republican politicians
3794_Q48,https://pbs.twimg.com/media/DsB83mjWsAAn30B.jpg,violations,violations,violations
3795_Q48,https://pbs.twimg.com/media/DsCQzd0XQAA4yub.jpg,OTHER,OTHER,OTHER
3796_Q48,https://pbs.twimg.com/media/DsCiuZhX0AAOB85.jpg,OTHER,OTHER,OTHER
3797_Q48,https://pbs.twimg.com/media/DsCsDIDVAAA_w5R.jpg,violations,police,No Agreement
3798_Q48,https://pbs.twimg.com/media/DsC0S7QX0AAtyMH.jpg,OTHER,OTHER,OTHER
3799_Q48,https://pbs.twimg.com/media/DsC-fZ0W4AEFdOb.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3800_Q48,https://pbs.twimg.com/media/DsDA-WJX0AE_8gM.jpg,OTHER,military,No Agreement
3801_Q48,https://pbs.twimg.com/media/DsDInXZWsAQLczJ.jpg,OTHER,OTHER,OTHER
3802_Q48,https://pbs.twimg.com/media/DsDMxnwU8AENUL_.jpg,violations,violations,violations
3803_Q48,https://pbs.twimg.com/media/DsDOmXyXgAU3NTn.jpg,violations,military,No Agreement
3804_Q48,https://pbs.twimg.com/media/DsDOnO9XgAI4IYD.jpg,OTHER,OTHER,OTHER
3805_Q48,https://pbs.twimg.com/media/DsDO1hEU0AEkxVu.jpg,violations,crowd,No Agreement
3806_Q48,https://pbs.twimg.com/media/DsDUVgLX0AAkJN3.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3807_Q48,https://pbs.twimg.com/media/DsDeMSJWwAs3LgW.jpg,violations,violations,violations
3808_Q48,https://pbs.twimg.com/media/DsDdM1kX4AA9H63.jpg,republican politicians,republican politicians,republican politicians
3809_Q48,https://pbs.twimg.com/media/DsDm3vxX0AI2hEt.jpg,OTHER,OTHER,OTHER
3810_Q48,https://pbs.twimg.com/media/DsDwu9gU8AA9bOm.jpg,OTHER,OTHER,OTHER
3811_Q48,https://pbs.twimg.com/media/DsD7T2aXgAIlwfg.jpg,men/close shots,men/close shots,men/close shots
3812_Q48,https://pbs.twimg.com/media/DsD-qrVX4AED0MB.jpg,OTHER,OTHER,OTHER
3813_Q48,https://pbs.twimg.com/media/DsEMaCWVsAAzbs_.jpg,violations,violations,violations
3814_Q48,https://pbs.twimg.com/media/DsAL9blU0AAheBT.jpg,OTHER,OTHER,OTHER
3815_Q48,https://pbs.twimg.com/media/DsEWMmRU8AEK49w.jpg,violations,police,No Agreement
3816_Q48,https://pbs.twimg.com/media/DsEccQPX4AA1jzb.jpg,OTHER,OTHER,OTHER
3817_Q48,https://pbs.twimg.com/media/DsEgLa7WkAEOk2e.jpg,OTHER,OTHER,OTHER
3818_Q48,https://pbs.twimg.com/media/DsEgil6WoAUyIjN.jpg,democratic politicians,democratic politicians,democratic politicians
3819_Q48,https://pbs.twimg.com/media/DsE0UjZXgAcep1z.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3820_Q48,https://pbs.twimg.com/media/DsE4SYKWwAczvNS.jpg,men/close shots,OTHER,No Agreement
3821_Q48,https://pbs.twimg.com/media/DsFAnDyXcAEZUv7.jpg,women and children/close shots,crowd,No Agreement
3822_Q48,https://pbs.twimg.com/media/DsFLVt1XcAEbRhH.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3823_Q48,https://pbs.twimg.com/media/DsFX8PuXQAEpi8H.jpg,OTHER,OTHER,OTHER
3824_Q48,https://pbs.twimg.com/media/DsFbd_3U0AAjlsV.jpg,violations,violations,violations
3825_Q48,https://pbs.twimg.com/media/DsFm7O1WwAApRdd.jpg,OTHER,OTHER,OTHER
3826_Q48,https://pbs.twimg.com/media/DsFoC_9W0AIiiiO.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3827_Q48,https://pbs.twimg.com/media/DsFoaj_W0AAaTiY.jpg,OTHER,OTHER,OTHER
3828_Q48,https://pbs.twimg.com/media/DsFqxKnWoAAK0v7.jpg,women and children/close shots,crowd,No Agreement
3829_Q48,https://pbs.twimg.com/media/DsFr28sV4AAbAjP.jpg,violations,violations,violations
3830_Q48,https://pbs.twimg.com/media/DsF4sHXWsAAnZ-x.jpg,women and children/close shots,crowd,No Agreement
3831_Q48,https://pbs.twimg.com/media/DsF6SPiXQAELXH8.jpg,OTHER,crowd,No Agreement
3832_Q48,https://pbs.twimg.com/media/DsGArxZWkAAR98C.jpg,crowd,crowd,crowd
3833_Q48,https://pbs.twimg.com/media/DsGDa04W0AMYSRs.jpg,women and children/close shots,camps,No Agreement
3834_Q48,https://pbs.twimg.com/media/DsGEyK9WwAAecCc.jpg,democratic politicians,democratic politicians,democratic politicians
3835_Q48,https://pbs.twimg.com/media/DsGIivEXQAAYjRs.jpg,women and children/close shots,crowd,No Agreement
3836_Q48,https://pbs.twimg.com/media/DsGS-esVAAA1wvf.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3837_Q48,https://pbs.twimg.com/media/DsGWpOyXQAAm6e1.jpg,men/close shots,crowd,No Agreement
3838_Q48,https://pbs.twimg.com/media/DsGcvEJWoAADJk1.jpg,men/close shots,men/close shots,men/close shots
3839_Q48,https://pbs.twimg.com/media/DsGjuZkXoAAMRaN.jpg,military,military,military
3840_Q48,https://pbs.twimg.com/media/DsGxPuRVYAA7yaf.jpg,violations,violations,violations
3841_Q48,https://pbs.twimg.com/media/DsHfDlzXcAAWrtY.jpg,military,military,military
3842_Q48,https://pbs.twimg.com/media/DsHya_OX4AEYnvf.jpg,OTHER,OTHER,OTHER
3843_Q48,https://pbs.twimg.com/media/DsH3PTBUwAANlmJ.jpg,violations,police,No Agreement
3844_Q48,https://pbs.twimg.com/media/DsIDPLZXcAYDpB_.jpg,OTHER,OTHER,OTHER
3845_Q48,https://pbs.twimg.com/media/DsIILgnXoAIY3OT.jpg,OTHER,OTHER,OTHER
3846_Q48,https://pbs.twimg.com/media/DsIOWrUVYAE4bOG.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3847_Q48,https://pbs.twimg.com/media/DsIZeguWwAABnQr.jpg,OTHER,OTHER,OTHER
3848_Q48,https://pbs.twimg.com/media/DsIam2zWoAAox6l.jpg,crowd,crowd,crowd
3849_Q48,https://pbs.twimg.com/media/DsIgpuQXoAA9vfo.jpg,military,military,military
3850_Q48,https://pbs.twimg.com/media/DsItxMnXQAA53ks.jpg,OTHER,OTHER,OTHER
3851_Q48,https://pbs.twimg.com/media/DsIuZNhXoAE-Ll0.jpg,military,military,military
3852_Q48,https://pbs.twimg.com/media/DsI0k0pUUAUBgO-.jpg,OTHER,OTHER,OTHER
3853_Q48,https://pbs.twimg.com/media/DsI80dqWwAArp2l.jpg,OTHER,OTHER,OTHER
3854_Q48,https://pbs.twimg.com/media/DsJCEWAXQAEYaa8.jpg,OTHER,OTHER,OTHER
3855_Q48,https://pbs.twimg.com/media/DsJCCT1WsAAxpSq.jpg,OTHER,crowd,No Agreement
3856_Q48,https://pbs.twimg.com/media/DsJJLL0U4AEMMuG.jpg,OTHER,OTHER,OTHER
3857_Q48,https://pbs.twimg.com/media/DsJUnyGVAAAfLmV.jpg,OTHER,OTHER,OTHER
3858_Q48,https://pbs.twimg.com/media/DsJsRTkXgAA0PBM.jpg,OTHER,OTHER,OTHER
3859_Q48,https://pbs.twimg.com/media/DsJ1TJ6U8AAbHl4.jpg,OTHER,OTHER,OTHER
3860_Q48,https://pbs.twimg.com/media/DsJ5_B8W0AADtoU.jpg,crowd,crowd,crowd
3861_Q48,https://pbs.twimg.com/media/DsJ9BW9X4AATgV3.jpg,women and children/close shots,crowd,No Agreement
3862_Q48,https://pbs.twimg.com/media/DsKIbvxWoAMFNMI.jpg,men/close shots,OTHER,No Agreement
3863_Q48,https://pbs.twimg.com/media/DsKMdCYXcAE6G8p.jpg,camps,women and children/close shots,No Agreement
3864_Q48,https://pbs.twimg.com/media/DsKSxBZXQAEXXal.jpg,OTHER,OTHER,OTHER
3865_Q48,https://pbs.twimg.com/media/DsKZ1PoWwAErtf-.jpg,OTHER,OTHER,OTHER
3866_Q48,https://pbs.twimg.com/media/DsKj0GPXQAAcDCk.jpg,camps,women and children/close shots,No Agreement
3867_Q48,https://pbs.twimg.com/media/DsKkfSJXQAETUag.jpg,military,military,military
3868_Q48,https://pbs.twimg.com/media/DsKoiPcUwAEREvf.jpg,republican politicians,republican politicians,republican politicians
3869_Q48,https://pbs.twimg.com/media/DsK0hSoUUAABDEg.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3870_Q48,https://pbs.twimg.com/media/DsK0-rfXcAAiDXz.jpg,women and children/close shots,crowd,No Agreement
3871_Q48,https://pbs.twimg.com/media/DsK3BvVWsAAbFbn.jpg,military,military,military
3872_Q48,https://pbs.twimg.com/media/DsLA1U5WwAAmcFk.jpg,men/close shots,men/close shots,men/close shots
3873_Q48,https://pbs.twimg.com/media/DsLNBFXWwAA-g1g.jpg,camps,women and children/close shots,No Agreement
3874_Q48,https://pbs.twimg.com/media/DsLW_8VX4AEG-_q.jpg,men/close shots,men/close shots,men/close shots
3875_Q48,https://pbs.twimg.com/media/DsLYda0WwAArSTt.jpg,OTHER,OTHER,OTHER
3876_Q48,https://pbs.twimg.com/media/DsLeKvJWwAENVjZ.jpg,military,military,military
3877_Q48,https://pbs.twimg.com/media/DsLeK6DVsAALlFJ.jpg,women and children/close shots,crowd,No Agreement
3878_Q48,https://pbs.twimg.com/media/DsMIwX0XoAAdoj0.jpg,women and children/close shots,crowd,No Agreement
3879_Q48,https://pbs.twimg.com/media/DsMQpxtXQAUExTI.jpg,OTHER,OTHER,OTHER
3880_Q48,https://pbs.twimg.com/media/DsM_cyzWkAAuHrt.jpg,OTHER,OTHER,OTHER
3881_Q48,https://pbs.twimg.com/media/DsNMpvBW0AE5peV.jpg,men/close shots,men/close shots,men/close shots
3882_Q48,https://pbs.twimg.com/media/DsNZeHDXcAASXED.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3883_Q48,https://pbs.twimg.com/media/DsNc90NWkAUsFYH.jpg,camps,women and children/close shots,No Agreement
3884_Q48,https://pbs.twimg.com/media/DsNfr26X4AETcEB.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3885_Q48,https://pbs.twimg.com/media/DsNgm-SXQAIL3S1.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3886_Q48,https://pbs.twimg.com/media/DsNmOXoXgAAu5b1.jpg,men/close shots,men/close shots,men/close shots
3887_Q48,https://pbs.twimg.com/media/DsNtc2mVAAAfKo2.jpg,men/close shots,crowd,No Agreement
3888_Q48,https://pbs.twimg.com/media/DsNyBgnWwAUygGO.jpg,military,military,military
3889_Q48,https://pbs.twimg.com/media/DsONfTLWsAANjeg.jpg,military,military,military
3890_Q48,https://pbs.twimg.com/media/DsORxFWU0AAmT17.jpg,women and children/close shots,crowd,No Agreement
3891_Q48,https://pbs.twimg.com/media/DsOShk-W0AAAbNg.jpg,men/close shots,crowd,No Agreement
3892_Q48,https://pbs.twimg.com/media/DsOXkatWkAE799r.jpg,camps,women and children/close shots,No Agreement
3893_Q48,https://pbs.twimg.com/media/DsOebJLXcAAOoQP.jpg,OTHER,OTHER,OTHER
3894_Q48,https://pbs.twimg.com/media/DsOoHgQW0AEuSZ0.jpg,military,military,military
3895_Q48,https://pbs.twimg.com/media/DsO2X3WW0AgIjsf.jpg,OTHER,OTHER,OTHER
3896_Q48,https://pbs.twimg.com/media/DsO6WdNWwAICGMO.jpg,camps,women and children/close shots,No Agreement
3897_Q48,https://pbs.twimg.com/media/DsPIw4jXoAUJ19A.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3898_Q48,https://pbs.twimg.com/media/DsPjjkGWwAApfvc.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3899_Q48,https://pbs.twimg.com/media/DsPojPyWkAUqyhr.jpg,men/close shots,crowd,No Agreement
3900_Q48,https://pbs.twimg.com/media/DsPs0xHWwAED0xG.jpg,violations,violations,violations
3901_Q48,https://pbs.twimg.com/media/DsP8pznWkAAO8jz.jpg,OTHER,OTHER,OTHER
3902_Q48,https://pbs.twimg.com/media/DsQAvGJXgAAvckO.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3903_Q48,https://pbs.twimg.com/media/DsQBT9jU8AA8o7s.jpg,violations,police,No Agreement
3904_Q48,https://pbs.twimg.com/media/DsPlmotUwAA_p_l.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3905_Q48,https://pbs.twimg.com/media/DsQb2urX4AAT5UQ.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3906_Q48,https://pbs.twimg.com/media/DsQltpgU0AYM_iP.jpg,men/close shots,crowd,No Agreement
3907_Q48,https://pbs.twimg.com/media/DsQxC5lXgAAXsW2.jpg,OTHER,OTHER,OTHER
3908_Q48,https://pbs.twimg.com/media/DsRJCs3WkAAAZrs.jpg,OTHER,OTHER,OTHER
3909_Q48,https://pbs.twimg.com/media/DsRnZDHXQAALK3f.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3910_Q48,https://pbs.twimg.com/media/DsR34wKWoAYvObp.jpg,violations,violations,violations
3911_Q48,https://pbs.twimg.com/media/DsSC2vGX4AEAkxu.jpg,OTHER,OTHER,OTHER
3912_Q48,https://pbs.twimg.com/media/DsSGRX_VYAI8L1L.jpg,republican politicians,republican politicians,republican politicians
3913_Q48,https://pbs.twimg.com/media/DsSQCMlXgAAJ-NH.jpg,OTHER,OTHER,OTHER
3914_Q48,https://pbs.twimg.com/media/DsSRahUW0AEZrhl.jpg,women and children/close shots,crowd,No Agreement
3915_Q48,https://pbs.twimg.com/media/DsSkOpMU0AER4S9.jpg,OTHER,OTHER,OTHER
3916_Q48,https://pbs.twimg.com/media/DsSlo1aWsAEnaBh.jpg,crowd,crowd,crowd
3917_Q48,https://pbs.twimg.com/media/DsSs_bHXQAEg5tU.jpg,OTHER,OTHER,OTHER
3918_Q48,https://pbs.twimg.com/media/DsSuHbFUwAAaSrM.jpg,OTHER,OTHER,OTHER
3919_Q48,https://pbs.twimg.com/media/DsTCRDFX4AEVeVQ.jpg,OTHER,democratic politicians,No Agreement
3920_Q48,https://pbs.twimg.com/media/DsTGHhSX4AAnOfA.jpg,camps,OTHER,No Agreement
3921_Q48,https://pbs.twimg.com/media/DsTOGT0X4AATNHf.jpg,women and children/close shots,crowd,No Agreement
3922_Q48,https://pbs.twimg.com/media/DsTbsOhWsAAnyus.jpg,camps,OTHER,No Agreement
3923_Q48,https://pbs.twimg.com/media/DsOebJLXcAAOoQP.jpg,OTHER,OTHER,OTHER
3924_Q48,https://pbs.twimg.com/media/DsTlyGQXgAE7xEW.jpg,women and children/close shots,crowd,No Agreement
3925_Q48,https://pbs.twimg.com/media/DsTm9g4W0AAkCcq.jpg,OTHER,OTHER,OTHER
3926_Q48,https://pbs.twimg.com/media/DsT03GnWwAAruod.jpg,women and children/close shots,crowd,No Agreement
3927_Q48,https://pbs.twimg.com/media/DsT1pj1WoAAarUB.jpg,OTHER,OTHER,OTHER
3928_Q48,https://pbs.twimg.com/media/DsT8ulTXgAM2VtJ.jpg,military,military,military
3929_Q48,https://pbs.twimg.com/media/DsUCFUIXcAEsFxK.jpg,camps,camps,camps
3930_Q48,https://pbs.twimg.com/media/DsUXGmPUwAAUqSw.jpg,OTHER,OTHER,OTHER
3931_Q48,https://pbs.twimg.com/media/DsUas-CX4AIgDPq.jpg,women and children/close shots,crowd,No Agreement
3932_Q48,https://pbs.twimg.com/media/DsUbnLAXgAElwOc.jpg,men/close shots,men/close shots,men/close shots
3933_Q48,https://pbs.twimg.com/media/DsUkx7AWsAUF6NI.jpg,OTHER,OTHER,OTHER
3934_Q48,https://pbs.twimg.com/media/DsU6My9XgAAIr5J.jpg,OTHER,women and children/close shots,No Agreement
3935_Q48,https://pbs.twimg.com/media/DsWIej1XQAAwIad.jpg,crowd,crowd,crowd
3936_Q48,https://pbs.twimg.com/media/DsWLgZaWkAABNz1.jpg,women and children/close shots,OTHER,No Agreement
3937_Q48,https://pbs.twimg.com/media/DsWmACIXcAAanEN.jpg,crowd,crowd,crowd
3938_Q48,https://pbs.twimg.com/media/DsW4_ukVsAAqN4H.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3939_Q48,https://pbs.twimg.com/media/DsXNIwgWkAA9TfD.jpg,men/close shots,men/close shots,men/close shots
3940_Q48,https://pbs.twimg.com/media/DsXbT2MW0AEYx6k.jpg,crowd,crowd,crowd
3941_Q48,https://pbs.twimg.com/media/DsXeqy2X4AAK8eP.jpg,OTHER,OTHER,OTHER
3942_Q48,https://pbs.twimg.com/media/DsXf58yU0AARxjZ.jpg,OTHER,police,No Agreement
3943_Q48,https://pbs.twimg.com/media/DsXgZq7WoAAbBcN.jpg,OTHER,OTHER,OTHER
3944_Q48,https://pbs.twimg.com/media/DsXhR-9U4AEENfW.jpg,OTHER,women and children/close shots,No Agreement
3945_Q48,https://pbs.twimg.com/media/DsXi6ZlUcAU1xYH.jpg,women and children/close shots,OTHER,No Agreement
3946_Q48,https://pbs.twimg.com/media/DsXlZfMXgAAX_ss.jpg,men/close shots,crowd,No Agreement
3947_Q48,https://pbs.twimg.com/media/DsXqq5xWsAAd2i8.jpg,men/close shots,camps,No Agreement
3948_Q48,https://pbs.twimg.com/media/DsX0_agXgAA_L9V.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3949_Q48,https://pbs.twimg.com/media/DsYIpm5WoAQC0ho.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3950_Q48,https://pbs.twimg.com/media/DsYO4KwXcAAww7Q.jpg,crowd,crowd,crowd
3951_Q48,https://pbs.twimg.com/media/DsYV8ecUUAExzOp.jpg,OTHER,crowd,No Agreement
3952_Q48,https://pbs.twimg.com/media/DsYXhl5XoAAwSZw.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3953_Q48,https://pbs.twimg.com/media/DsYcjTyXcAAb9RS.jpg,crowd,crowd,crowd
3954_Q48,https://pbs.twimg.com/media/DsYeHy8WsAAYjzz.jpg,OTHER,crowd,No Agreement
3955_Q48,https://pbs.twimg.com/media/DsYjMhTXQAE4mBw.jpg,crowd,crowd,crowd
3956_Q48,https://pbs.twimg.com/media/DsYpuZbWoAEn5z0.jpg,men/close shots,men/close shots,men/close shots
3957_Q48,https://pbs.twimg.com/media/DsYqR59WwAE83gV.jpg,crowd,crowd,crowd
3958_Q48,https://pbs.twimg.com/media/DsYr6gCXoAEpofU.jpg,violations,violations,violations
3959_Q48,https://pbs.twimg.com/media/DsYups6W0AIVcAJ.jpg,OTHER,OTHER,OTHER
3960_Q48,https://pbs.twimg.com/media/DsY77CKW0AMB6td.jpg,crowd,crowd,crowd
3961_Q48,https://pbs.twimg.com/media/DsY9SVdWoAEkxll.jpg,OTHER,OTHER,OTHER
3962_Q48,https://pbs.twimg.com/media/DsZVHprWsAEbzga.jpg,women and children/close shots,crowd,No Agreement
3963_Q48,https://pbs.twimg.com/media/DsZWd99XQAYXHzA.jpg,OTHER,men/close shots,No Agreement
3964_Q48,https://pbs.twimg.com/media/DsZXU3nXoAArhrf.jpg,men/close shots,crowd,No Agreement
3965_Q48,https://pbs.twimg.com/media/DsZY6xxXcAAGPZX.jpg,OTHER,OTHER,OTHER
3966_Q48,https://pbs.twimg.com/media/DsZbdBCX4AAhufr.jpg,police,police,police
3967_Q48,https://pbs.twimg.com/media/DsZd5itVsAA8Q_8.jpg,military,military,military
3968_Q48,https://pbs.twimg.com/media/DsZgT82WoAEPEJR.jpg,OTHER,OTHER,OTHER
3969_Q48,https://pbs.twimg.com/media/DsZhdMoU4AAK3r0.jpg,OTHER,OTHER,OTHER
3970_Q48,https://pbs.twimg.com/media/DsZm0jvU0AA7yo9.jpg,crowd,crowd,crowd
3971_Q48,https://pbs.twimg.com/media/DsZnO8xXQAAH8KY.jpg,women and children/close shots,crowd,No Agreement
3972_Q48,https://pbs.twimg.com/media/DsZol-mWwAA_DQC.jpg,military,military,military
3973_Q48,https://pbs.twimg.com/media/DsZpv7JWsAAkEpp.jpg,crowd,crowd,crowd
3974_Q48,https://pbs.twimg.com/media/DsZyHKCXgAAQ7Ps.jpg,men/close shots,crowd,No Agreement
3975_Q48,https://pbs.twimg.com/media/DsZ6NghW0AEc0vd.jpg,OTHER,OTHER,OTHER
3976_Q48,https://pbs.twimg.com/media/DsZ7a4TW0AE1-rW.jpg,military,military,military
3977_Q48,https://pbs.twimg.com/media/DsZ7xQXVYAEL5WH.jpg,violations,crowd,No Agreement
3978_Q48,https://pbs.twimg.com/media/DsZ9yUtX4AA-IsH.jpg,men/close shots,crowd,No Agreement
3979_Q48,https://pbs.twimg.com/media/DsZ_SHqXgAAJEkB.jpg,military,military,military
3980_Q48,https://pbs.twimg.com/media/DsaB9HiWsAEJoC0.jpg,women and children/close shots,OTHER,No Agreement
3981_Q48,https://pbs.twimg.com/media/DsaCoYbX4AE-W2g.jpg,republican politicians,republican politicians,republican politicians
3982_Q48,https://pbs.twimg.com/media/DsaGIFZWkAAHfFn.jpg,police,police,police
3983_Q48,https://pbs.twimg.com/media/DsaJ3vEXoAAbVbV.jpg,police,police,police
3984_Q48,https://pbs.twimg.com/media/DsaMtZ5W0AA3M_a.jpg,women and children/close shots,crowd,No Agreement
3985_Q48,https://pbs.twimg.com/media/DsaQYOjW0AA_iDV.jpg,republican politicians,republican politicians,republican politicians
3986_Q48,https://pbs.twimg.com/media/DsaS7T-XQAA0pTq.jpg,women and children/close shots,women and children/close shots,women and children/close shots
3987_Q48,https://pbs.twimg.com/media/DsaVcg6WkAAUxSy.jpg,camps,OTHER,No Agreement
3988_Q48,https://pbs.twimg.com/media/DsaW19tWsAABiR3.jpg,crowd,crowd,crowd
3989_Q48,https://pbs.twimg.com/media/DsajAFgWkAAUsHK.jpg,camps,OTHER,No Agreement
3990_Q48,https://pbs.twimg.com/media/Dsaj09SUUAErFc6.jpg,camps,camps,camps
3991_Q48,https://pbs.twimg.com/media/DsanBS0XcAAnyF4.jpg,republican politicians,republican politicians,republican politicians
